   2.8452758663103117e-01	  -9.5866785303666102e-01	  -8.3808810489184216e-01	  -5.4553490121054637e-01	  -7.6144595836913243e-01	   6.4822839530779075e-01	  -3.4884908168768103e-01	   9.3717891472528425e-01	  -7.5660863641132337e-01	  -6.5386800755794583e-01	   8.7673353770579832e-01	  -4.8097640676219811e-01	   1.4491325738440408e-01	   9.8944436318281259e-01	   7.9918611077986901e-01	   6.0108365502361405e-01	  -9.9770048540196365e-01	   6.7777145327065844e-02	
  -5.9847231417405733e-01	   8.0114348850074824e-01	  -2.8366177833429690e-01	  -9.5892439509704008e-01	   9.3799975601896757e-01	   3.4663591520261899e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   9.5808590632803237e-01	   2.8648105713221744e-01	   8.3585720780881434e-01	   5.4894692653666677e-01	   6.4356011468062035e-01	   7.6539557014152293e-01	  -2.4424425606197514e-01	  -9.6971374300910695e-01	  -8.8068948676146463e-01	   4.7369402350866535e-01	   6.7445095309328840e-01	   7.3831965426335144e-01	   5.5122794418434395e-01	  -8.3435469289163933e-01	   4.3797638778334841e-02	  -9.9904042302473550e-01	  -5.1181159764744177e-01	   8.5909771767452225e-01	
  -7.1030965880937380e-01	  -7.0388932979702923e-01	   9.0796227957778922e-03	   9.9995877937537325e-01	   6.9741097126900042e-01	  -7.1667142900608882e-01	   7.5595798885031051e-01	  -6.5462013343113257e-01	   1.4294496181321231e-01	  -9.8973063905904179e-01	  -5.3983721715311117e-01	  -8.4176943338207799e-01	  -9.5913347578443853e-01	  -2.8295401681132187e-01	  -9.9774438812696620e-01	  -6.7127758499340232e-02	  -7.6184134142002605e-02	  -9.9709376575376973e-01	
   3.9607976603915285e-01	   9.1821610688027577e-01	  -6.8624163786873993e-01	   7.2737364157304274e-01	  -9.3969262078590399e-01	  -3.4202014332568076e-01	   9.6356967664812709e-01	   2.6745743258362387e-01	   8.5693304351155264e-01	   5.1542774366348143e-01	   6.8785971464291729e-01	   7.2584365601096523e-01	   4.6866848212394502e-01	   8.8337413017567901e-01	   1.3606672958608346e-01	   9.9069967452288366e-01	   6.2723417459234121e-01	   7.7883071987657526e-01	
  -2.2252093395631112e-01	  -9.7492791218182440e-01	  -9.0096886790242203e-01	   4.3388373911755201e-01	   6.2348980185872560e-01	   7.8183148246803613e-01	   7.8051154155101998e-02	   9.9694935545144747e-01	  -9.8781603467011303e-01	   1.5562609565434099e-01	  -2.3225151735293914e-01	  -9.7265576268650022e-01	   9.5156103670277181e-01	  -3.0745990540092566e-01	   9.5458573794233381e-01	  -2.9793635044601380e-01	  -9.8932176938025651e-01	   1.4574785291838316e-01	
   4.9583754673218287e-02	   9.9876996914830496e-01	  -9.9508290254501219e-01	   9.9045530250454705e-02	  -1.4826364771183023e-01	  -9.8894787060147027e-01	  -3.8958758124746518e-01	   9.2098942259819128e-01	  -6.9644303307549937e-01	  -7.1761208300905777e-01	   9.3223869471252951e-01	  -3.6184391121128334e-01	  -2.9934203361197696e-02	   9.9955187132491052e-01	  -9.3917379224661746e-01	  -3.4344226291635588e-01	   9.0053936214200392e-01	  -4.3477449008983127e-01	
   1.1548463696959239e-01	  -9.9330926635363748e-01	  -9.7332659724800286e-01	  -2.2942392004676396e-01	  -3.4029317444166096e-01	   9.4031939011615484e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
  -2.2252093395632061e-01	   9.7492791218182218e-01	  -9.0096886790241359e-01	  -4.3388373911756961e-01	   6.2348980185874869e-01	  -7.8183148246801781e-01	  -2.2155702815960718e-01	  -9.7514741617515610e-01	  -9.0182496654616606e-01	   4.3210152709057448e-01	   6.2116834717581859e-01	   7.8367715576432473e-01	   6.2657654057198708e-01	  -7.7935989042600917e-01	   9.9999951135180598e-01	   9.8858289953335449e-04	  -9.0139735769048079e-01	  -4.3299284468524341e-01	
   2.8452758663103711e-01	  -9.5866785303665925e-01	  -8.3808810489183538e-01	  -5.4553490121055681e-01	  -7.6144595836914397e-01	   6.4822839530777721e-01	   7.1635555411539453e-01	  -6.9773542269833633e-01	   2.6330559823947938e-02	  -9.9965329070601150e-01	  -6.7863146856969037e-01	  -7.3447895127562735e-01	  -9.9861340323871495e-01	  -5.2642861548282113e-02	  -4.6507360268364745e-01	  -8.8527201700203584e-01	   8.7271943664803253e-01	  -4.8822206514734745e-01	
