   4.1865973753741076e-01	  -9.0814317382508924e-01	  -6.4944804833021264e-01	  -7.6040596560000617e-01	  -9.6245523645363174e-01	   2.7144044986512933e-01	
  -2.4646272445243750e-01	  -9.6915227155255734e-01	  -8.7851225091096374e-01	   4.7771981851222367e-01	   6.7950377010115715e-01	   7.3367201556166350e-01	
  -9.7296518832490742e-01	  -2.3095181815235261e-01	   8.9332251538424534e-01	   4.4941615848516708e-01	  -7.6537823050651677e-01	  -6.4358073640120184e-01	
  -7.9224218004676683e-01	   6.1020679130500199e-01	   2.5529534369050749e-01	  -9.6686311724563456e-01	   3.8773070076445471e-01	   9.2177269632198633e-01	
   3.9371082213761971e-01	   9.1923434908173418e-01	  -6.8998357706343916e-01	   7.2382502262821857e-01	  -9.3701882491182431e-01	  -3.4927885959625993e-01	
   8.8343629699863802e-01	  -4.6855128763597925e-01	   5.6091938170933164e-01	  -8.2787042900614649e-01	   1.0763678598547612e-01	  -9.9419028475574878e-01	
  -4.3784378010676267e-01	  -8.9905106875072505e-01	  -6.1658564844364172e-01	   7.8728783690168480e-01	   9.7778016225504971e-01	   2.0963290366850479e-01	
  -9.2472629432420561e-01	   3.8063273714359169e-01	   7.1023743882915480e-01	  -7.0396220103454599e-01	  -3.8882417547339199e-01	   9.2131197787038288e-01	
   6.2125232021216925e-01	   7.8361058864144784e-01	  -2.2809110926199272e-01	   9.7363979267264633e-01	  -9.0465658190972997e-01	   4.2614137185610601e-01	
   9.8350507487239491e-01	   1.8088053433204174e-01	   9.3456446459951015e-01	   3.5579384692238697e-01	   8.5479271258564693e-01	   5.1896957378103747e-01	
  -9.4853644194713771e-01	  -3.1666799380149585e-01	   7.9944276340347153e-01	   6.0074226423801824e-01	  -5.6806474673109542e-01	  -8.2298386589369810e-01	
   3.4248209437159810e-01	   9.3952435574328974e-01	  -7.6541203006968750e-01	   6.4354053813617662e-01	  -8.6676192460256452e-01	  -4.9872213311548363e-01	
   8.2864586050658406e-01	  -5.5977320216789828e-01	   3.7330792426939441e-01	  -9.2770749359788840e-01	  -2.0996572822630680e-01	  -9.7770874649375861e-01	
  -8.8035646287309055e-01	  -4.7431265877855366e-01	   5.5005500344483871e-01	   8.3512842915643726e-01	  -8.8132491563596663e-02	  -9.9610876109528956e-01	
  -5.1927186729426700e-01	   8.5460910821072178e-01	  -4.6071345567345029e-01	  -8.8754893485453956e-01	   9.9774294012456111e-01	   6.7149277223187268e-02	
   8.7324535101593204e-01	  -4.8728077832914940e-01	   5.2511488614187674e-01	  -8.5103134863070928e-01	   4.3862915129377587e-02	  -9.9903755919202208e-01	
   9.9711252358819169e-02	  -9.9501641501687588e-01	  -9.8011533230607173e-01	  -1.9842866571783052e-01	  -2.9516830683945644e-01	   9.5544527349164721e-01	
  -2.6996757966533930e-01	   9.6286941270851401e-01	  -8.5423501185927742e-01	  -5.1988704976540845e-01	   7.3119909689942231e-01	  -6.8216411565947177e-01	
   3.7983979894969433e-01	  -9.2505228345961932e-01	  -7.1144345426771161e-01	  -7.0274334673451488e-01	  -9.2030887621594193e-01	   3.9119250038587150e-01	
  -8.9077857601812638e-01	  -4.5443759583370635e-01	   5.8697294298576186e-01	   8.0960654901169959e-01	  -1.5494726860992536e-01	  -9.8792274189347606e-01	
   2.3634443853288392e-01	  -9.7166934004041516e-01	  -8.8828261274915177e-01	  -4.5929728922293955e-01	  -6.5622574927032740e-01	   7.5456462015827208e-01	
   7.8963686859937010e-01	   6.1357445819442402e-01	   2.4705276850283789e-01	   9.6900202764240029e-01	  -3.9947291960059800e-01	   9.1674499535354659e-01	
  -9.2671995496194781e-01	  -3.7575274460118779e-01	   7.1761974984934906e-01	   6.9643513310728200e-01	  -4.0334512955843871e-01	  -9.1504792577300909e-01	
   4.7734889271105491e-01	   8.7871385252966727e-01	  -5.4427606925505956e-01	   8.3890616902980375e-01	  -9.9696805068711114e-01	  -7.7811990779967533e-02	
   3.3141756821861490e-01	  -9.4348417870998758e-01	  -7.8032479095211948e-01	  -6.2537446432160226e-01	  -8.4864425749471528e-01	   5.2896401032701956e-01	
  -9.9806011513151327e-01	  -6.2257582539562283e-02	   9.9224798683265913e-01	   1.2427361999449044e-01	  -9.8258616482291883e-01	  -1.8580750441946028e-01	
  -1.7267426075664738e-01	   9.8497898438095899e-01	  -9.4036719934429069e-01	  -3.4016103597763081e-01	   4.9742868272979568e-01	  -8.6750487352965355e-01	
   9.9865948268045857e-01	  -5.1761352884162885e-02	   9.9464152469520228e-01	  -1.0338393178827754e-01	   9.8795689832876787e-01	  -1.5472933479014414e-01	
   2.7235874307189382e-02	  -9.9962903476775977e-01	  -9.9851641430144600e-01	  -5.4451541489503492e-02	  -8.1626809414347731e-02	   9.9666296408807820e-01	
  -8.6676192460256474e-01	  -4.9872213311548325e-01	   5.0255246788148444e-01	   8.6454671188214549e-01	  -4.4247639468828594e-03	  -9.9999021068409188e-01	
   6.1188640126875704e-01	   7.9094565675675188e-01	  -2.5119006388473919e-01	   9.6793778302408495e-01	  -9.1928596971856158e-01	   3.9359027665658103e-01	
   1.4309787493653683e-01	  -9.8970854204086123e-01	  -9.5904599637729449e-01	  -2.8325037834517075e-01	  -4.1757276303250568e-01	   9.0864348760853331e-01	
   4.9766682941728124e-01	   8.6736827639575953e-01	  -5.0465545379550136e-01	   8.6332084010201937e-01	  -9.9996738869437418e-01	  -8.0759858688884602e-03	
  -8.3346840164204772e-01	  -5.5256712122985585e-01	   3.8933915307149963e-01	   9.2109447066279115e-01	   1.8446463842770505e-01	  -9.8283915121943333e-01	
   3.7943205797362362e-01	   9.2521960278730619e-01	  -7.1206262676380150e-01	   7.0211595592625242e-01	  -9.1979083373181048e-01	  -3.9240899860087430e-01	
   9.8050603186704977e-01	  -1.9648898562599404e-01	   9.2278415705533579e-01	  -3.8531727120345038e-01	   8.2908483234116626e-01	  -5.5912283156907516e-01	
