UUID        = pppppppp-hhhh-yyyy-ssss-ioioioioioio
ScanDate    = 20180101_120001
LogVersion  = EJA_1
LogDataType = ACQUISITION_INFO
NumSlices   = 48
NumVolumes  = 30
NumEchoes   = 3

VOLUME   SLICE   ACQ_START_TICS  ACQ_FINISH_TICS  ECHO
     3      27         21756063         21756070     2
     3      39         21756063         21756070     2
     3       8         21756079         21756086     0
     3      20         21756079         21756086     0
     3      32         21756079         21756086     0
     3      44         21756079         21756086     0
     3       8         21756087         21756094     1
     3      20         21756087         21756094     1
     3      32         21756087         21756094     1
     3      44         21756087         21756094     1
     3       8         21756095         21756103     2
     3      20         21756095         21756103     2
     3      32         21756095         21756103     2
     3      44         21756095         21756103     2
     3       1         21756111         21756119     0
     3      13         21756111         21756119     0
     3      25         21756111         21756119     0
     3      37         21756111         21756119     0
     3       1         21756119         21756127     1
     3      13         21756119         21756127     1
     3      25         21756119         21756127     1
     3      37         21756119         21756127     1
     3       1         21756128         21756135     2
     3      13         21756128         21756135     2
     3      25         21756128         21756135     2
     3      37         21756128         21756135     2
     3       6         21756144         21756151     0
     3      18         21756144         21756151     0
     3      30         21756144         21756151     0
     3      42         21756144         21756151     0
     3       6         21756152         21756159     1
     3      18         21756152         21756159     1
     3      30         21756152         21756159     1
     3      42         21756152         21756159     1
     3       6         21756160         21756168     2
     3      18         21756160         21756168     2
     3      30         21756160         21756168     2
     3      42         21756160         21756168     2
     3      11         21756176         21756184     0
     3      23         21756176         21756184     0
     3      35         21756176         21756184     0
     3      47         21756176         21756184     0
     3      11         21756184         21756192     1
     3      23         21756184         21756192     1
     3      35         21756184         21756192     1
     3      47         21756184         21756192     1
     3      11         21756193         21756200     2
     3      23         21756193         21756200     2
     3      35         21756193         21756200     2
     3      47         21756193         21756200     2
     3       4         21756209         21756216     0
     3      16         21756209         21756216     0
     3      28         21756209         21756216     0
     3      40         21756209         21756216     0
     3       4         21756217         21756224     1
     3      16         21756217         21756224     1
     3      28         21756217         21756224     1
     3      40         21756217         21756224     1
     3       4         21756225         21756233     2
     3      16         21756225         21756233     2
     3      28         21756225         21756233     2
     3      40         21756225         21756233     2
     3       9         21756241         21756249     0
     3      21         21756241         21756249     0
     3      33         21756241         21756249     0
     3      45         21756241         21756249     0
     3       9         21756249         21756257     1
     3      21         21756249         21756257     1
     3      33         21756249         21756257     1
     3      45         21756249         21756257     1
     3       9         21756258         21756265     2
     3      21         21756258         21756265     2
     3      33         21756258         21756265     2
     3      45         21756258         21756265     2
     3       2         21756273         21756281     0
     3      14         21756273         21756281     0
     3      26         21756273         21756281     0
     3      38         21756273         21756281     0
     3       2         21756282         21756289     1
     3      14         21756282         21756289     1
     3      26         21756282         21756289     1
     3      38         21756282         21756289     1
     3       2         21756290         21756298     2
     3      14         21756290         21756298     2
     3      26         21756290         21756298     2
     3      38         21756290         21756298     2
     3       7         21756306         21756314     0
     3      19         21756306         21756314     0
     3      31         21756306         21756314     0
     3      43         21756306         21756314     0
     3       7         21756314         21756322     1
     3      19         21756314         21756322     1
     3      31         21756314         21756322     1
     3      43         21756314         21756322     1
     3       7         21756322         21756330     2
     3      19         21756322         21756330     2
     3      31         21756322         21756330     2
     3      43         21756322         21756330     2
     4       0         21756347         21756354     0
     4      12         21756347         21756354     0
     4      24         21756347         21756354     0
     4      36         21756347         21756354     0
     4       0         21756355         21756362     1
     4      12         21756355         21756362     1
     4      24         21756355         21756362     1
     4      36         21756355         21756362     1
     4       0         21756363         21756371     2
     4      12         21756363         21756371     2
     4      24         21756363         21756371     2
     4      36         21756363         21756371     2
     4       5         21756379         21756387     0
     4      17         21756379         21756387     0
     4      29         21756379         21756387     0
     4      41         21756379         21756387     0
     4       5         21756387         21756395     1
     4      17         21756387         21756395     1
     4      29         21756387         21756395     1
     4      41         21756387         21756395     1
     4       5         21756396         21756403     2
     4      17         21756396         21756403     2
     4      29         21756396         21756403     2
     4      41         21756396         21756403     2
     4      10         21756412         21756419     0
     4      22         21756412         21756419     0
     4      34         21756412         21756419     0
     4      46         21756412         21756419     0
     4      10         21756420         21756427     1
     4      22         21756420         21756427     1
     4      34         21756420         21756427     1
     4      46         21756420         21756427     1
     4      10         21756428         21756436     2
     4      22         21756428         21756436     2
     4      34         21756428         21756436     2
     4      46         21756428         21756436     2
     4       3         21756444         21756452     0
     4      15         21756444         21756452     0
     4      27         21756444         21756452     0
     4      39         21756444         21756452     0
     4       3         21756452         21756460     1
     4      15         21756452         21756460     1
     4      27         21756452         21756460     1
     4      39         21756452         21756460     1
     4       3         21756461         21756468     2
     4      15         21756461         21756468     2
     4      27         21756461         21756468     2
     4      39         21756461         21756468     2
     4       8         21756477         21756484     0
     4      20         21756477         21756484     0
     4      32         21756477         21756484     0
     4      44         21756477         21756484     0
     4       8         21756485         21756492     1
     4      20         21756485         21756492     1
     4      32         21756485         21756492     1
     4      44         21756485         21756492     1
     4       8         21756493         21756501     2
     4      20         21756493         21756501     2
     4      32         21756493         21756501     2
     4      44         21756493         21756501     2
     4       1         21756509         21756517     0
     4      13         21756509         21756517     0
     4      25         21756509         21756517     0
     4      37         21756509         21756517     0
     4       1         21756517         21756525     1
     4      13         21756517         21756525     1
     4      25         21756517         21756525     1
     4      37         21756517         21756525     1
     4       1         21756526         21756533     2
     4      13         21756526         21756533     2
     4      25         21756526         21756533     2
     4      37         21756526         21756533     2
     4       6         21756542         21756549     0
     4      18         21756542         21756549     0
     4      30         21756542         21756549     0
     4      42         21756542         21756549     0
     4       6         21756550         21756557     1
     4      18         21756550         21756557     1
     4      30         21756550         21756557     1
     4      42         21756550         21756557     1
     4       6         21756558         21756566     2
     4      18         21756558         21756566     2
     4      30         21756558         21756566     2
     4      42         21756558         21756566     2
     4      11         21756574         21756582     0
     4      23         21756574         21756582     0
     4      35         21756574         21756582     0
     4      47         21756574         21756582     0
     4      11         21756582         21756590     1
     4      23         21756582         21756590     1
     4      35         21756582         21756590     1
     4      47         21756582         21756590     1
     4      11         21756591         21756598     2
     4      23         21756591         21756598     2
     4      35         21756591         21756598     2
     4      47         21756591         21756598     2
     4       4         21756607         21756614     0
     4      16         21756607         21756614     0
     4      28         21756607         21756614     0
     4      40         21756607         21756614     0
     4       4         21756615         21756622     1
     4      16         21756615         21756622     1
     4      28         21756615         21756622     1
     4      40         21756615         21756622     1
     4       4         21756623         21756631     2
     4      16         21756623         21756631     2
     4      28         21756623         21756631     2
     4      40         21756623         21756631     2
     4       9         21756639         21756647     0
     4      21         21756639         21756647     0
     4      33         21756639         21756647     0
     4      45         21756639         21756647     0
     4       9         21756647         21756655     1
     4      21         21756647         21756655     1
     4      33         21756647         21756655     1
     4      45         21756647         21756655     1
     4       9         21756656         21756663     2
     4      21         21756656         21756663     2
     4      33         21756656         21756663     2
     4      45         21756656         21756663     2
     4       2         21756671         21756679     0
     4      14         21756671         21756679     0
     4      26         21756671         21756679     0
     4      38         21756671         21756679     0
     4       2         21756680         21756687     1
     4      14         21756680         21756687     1
     4      26         21756680         21756687     1
     4      38         21756680         21756687     1
     4       2         21756688         21756696     2
     4      14         21756688         21756696     2
     4      26         21756688         21756696     2
     4      38         21756688         21756696     2
     4       7         21756704         21756712     0
     4      19         21756704         21756712     0
     4      31         21756704         21756712     0
     4      43         21756704         21756712     0
     4       7         21756712         21756720     1
     4      19         21756712         21756720     1
     4      31         21756712         21756720     1
     4      43         21756712         21756720     1
     4       7         21756720         21756728     2
     4      19         21756720         21756728     2
     4      31         21756720         21756728     2
     4      43         21756720         21756728     2
     5       0         21756745         21756752     0
     5      12         21756745         21756752     0
     5      24         21756745         21756752     0
     5      36         21756745         21756752     0
     5       0         21756753         21756760     1
     5      12         21756753         21756760     1
     5      24         21756753         21756760     1
     5      36         21756753         21756760     1
     5       0         21756761         21756769     2
     5      12         21756761         21756769     2
     5      24         21756761         21756769     2
     5      36         21756761         21756769     2
     5       5         21756777         21756785     0
     5      17         21756777         21756785     0
     5      29         21756777         21756785     0
     5      41         21756777         21756785     0
     5       5         21756785         21756793     1
     5      17         21756785         21756793     1
     5      29         21756785         21756793     1
     5      41         21756785         21756793     1
     5       5         21756794         21756801     2
     5      17         21756794         21756801     2
     5      29         21756794         21756801     2
     5      41         21756794         21756801     2
     5      10         21756810         21756817     0
     5      22         21756810         21756817     0
     5      34         21756810         21756817     0
     5      46         21756810         21756817     0
     5      10         21756818         21756825     1
     5      22         21756818         21756825     1
     5      34         21756818         21756825     1
     5      46         21756818         21756825     1
     5      10         21756826         21756834     2
     5      22         21756826         21756834     2
     5      34         21756826         21756834     2
     5      46         21756826         21756834     2
     5       3         21756842         21756850     0
     5      15         21756842         21756850     0
     5      27         21756842         21756850     0
     5      39         21756842         21756850     0
     5       3         21756850         21756858     1
     5      15         21756850         21756858     1
     5      27         21756850         21756858     1
     5      39         21756850         21756858     1
     5       3         21756859         21756866     2
     5      15         21756859         21756866     2
     5      27         21756859         21756866     2
     5      39         21756859         21756866     2
     5       8         21756875         21756882     0
     5      20         21756875         21756882     0
     5      32         21756875         21756882     0
     5      44         21756875         21756882     0
     5       8         21756883         21756890     1
     5      20         21756883         21756890     1
     5      32         21756883         21756890     1
     5      44         21756883         21756890     1
     5       8         21756891         21756899     2
     5      20         21756891         21756899     2
     5      32         21756891         21756899     2
     5      44         21756891         21756899     2
     5       1         21756907         21756915     0
     5      13         21756907         21756915     0
     5      25         21756907         21756915     0
     5      37         21756907         21756915     0
     5       1         21756915         21756923     1
     5      13         21756915         21756923     1
     5      25         21756915         21756923     1
     5      37         21756915         21756923     1
     5       1         21756924         21756931     2
     5      13         21756924         21756931     2
     5      25         21756924         21756931     2
     5      37         21756924         21756931     2
     5       6         21756940         21756947     0
     5      18         21756940         21756947     0
     5      30         21756940         21756947     0
     5      42         21756940         21756947     0
     5       6         21756948         21756955     1
     5      18         21756948         21756955     1
     5      30         21756948         21756955     1
     5      42         21756948         21756955     1
     5       6         21756956         21756964     2
     5      18         21756956         21756964     2
     5      30         21756956         21756964     2
     5      42         21756956         21756964     2
     5      11         21756972         21756980     0
     5      23         21756972         21756980     0
     5      35         21756972         21756980     0
     5      47         21756972         21756980     0
     5      11         21756980         21756988     1
     5      23         21756980         21756988     1
     5      35         21756980         21756988     1
     5      47         21756980         21756988     1
     5      11         21756989         21756996     2
     5      23         21756989         21756996     2
     5      35         21756989         21756996     2
     5      47         21756989         21756996     2
     5       4         21757005         21757012     0
     5      16         21757005         21757012     0
