0	2.160797	0
0	2.1609497	0
0	2.161255	0
0	2.161255	0
0	2.161255	0
0	2.1618652	0
0	2.161255	0
0	2.1609497	0
0	2.160797	0
0	2.160492	0
0	2.1606445	0
0	2.160492	0
0	2.1606445	0
0	2.1603394	0
0	2.1603394	0
0	2.1601868	0
0	2.1601868	0
0	2.1603394	0
0	2.1603394	0
0	2.1606445	0
0	2.1601868	0
0	2.1600342	0
0	2.1600342	0
0	2.1600342	0
0	2.1598816	0
0	2.1592712	0
0	2.1592712	0
0	2.1595764	0
0	2.1598816	0
0	2.159729	0
0	2.1603394	0
0	2.1609497	0
0	2.1611023	0
0	2.161255	0
1	2.1618652	0
0	2.1621704	0
0	2.162323	0
0	2.1626282	0
0	2.163086	0
0	2.163086	0
0	2.1632385	0
0	2.1629333	0
0	2.163086	0
0	2.1629333	0
0	2.1620178	0
0	2.1618652	0
0	2.1614075	0
0	2.1611023	0
0	2.159729	0
0	2.158966	0
0	2.158661	0
0	2.1580505	0
0	2.1572876	0
0	2.1568298	0
0	2.1554565	0
0	2.1546936	0
0	2.1539307	0
0	2.15271	0
0	2.1516418	0
0	2.150116	0
0	2.14859	0
0	2.1473694	0
0	2.1447754	0
0	2.1426392	0
0	2.1412659	0
0	2.1403503	0
0	2.1385193	0
0	2.137146	0
0	2.1354675	0
0	2.1339417	0
0	2.1316528	0
0	2.1302795	0
1	2.128296	0
0	2.127533	0
0	2.125702	0
0	2.124176	0
0	2.1229553	0
0	2.1212769	0
0	2.1195984	0
0	2.118225	0
0	2.1159363	0
0	2.1144104	0
0	2.1122742	0
0	2.1102905	0
0	2.1081543	0
0	2.106018	0
0	2.104187	0
0	2.1026611	0
0	2.1009827	0
0	2.099762	0
0	2.0985413	0
0	2.097931	0
0	2.0968628	0
0	2.0959473	0
0	2.0954895	0
0	2.095642	0
0	2.0960999	0
0	2.0957947	0
0	2.0954895	0
0	2.0960999	0
0	2.0967102	0
0	2.0980835	0
0	2.0988464	0
0	2.0999146	0
0	2.1011353	0
0	2.101593	0
0	2.1035767	0
