UUID        = d056ae5f-9ba2-4a7b-8288-838f01ea258d
ScanDate    = 20190114_145703
LogVersion  = EJA_1
LogDataType = ACQUISITION_INFO
NumSlices   = 42
NumVolumes  = 780
NumEchoes   = 1

VOLUME   SLICE   ACQ_START_TICS  ACQ_FINISH_TICS  ECHO
     5      35         21533036         21533053     0
     5       2         21533063         21533080     0
     5       9         21533063         21533080     0
     5      16         21533063         21533080     0
     5      23         21533063         21533080     0
     5      30         21533063         21533080     0
     5      37         21533063         21533080     0
     5       4         21533090         21533108     0
     5      11         21533090         21533108     0
     5      18         21533090         21533108     0
     5      25         21533090         21533108     0
     5      32         21533090         21533108     0
     5      39         21533090         21533108     0
     5       6         21533118         21533135     0
     5      13         21533118         21533135     0
     5      20         21533118         21533135     0
     5      27         21533118         21533135     0
     5      34         21533118         21533135     0
     5      41         21533118         21533135     0
     5       1         21533145         21533163     0
     5       8         21533145         21533163     0
     5      15         21533145         21533163     0
     5      22         21533145         21533163     0
     5      29         21533145         21533163     0
     5      36         21533145         21533163     0
     5       3         21533173         21533190     0
     5      10         21533173         21533190     0
     5      17         21533173         21533190     0
     5      24         21533173         21533190     0
     5      31         21533173         21533190     0
     5      38         21533173         21533190     0
     5       5         21533200         21533217     0
     5      12         21533200         21533217     0
     5      19         21533200         21533217     0
     5      26         21533200         21533217     0
     5      33         21533200         21533217     0
     5      40         21533200         21533217     0
     6       0         21533236         21533253     0
     6       7         21533236         21533253     0
     6      14         21533236         21533253     0
     6      21         21533236         21533253     0
     6      28         21533236         21533253     0
     6      35         21533236         21533253     0
     6       2         21533263         21533280     0
     6       9         21533263         21533280     0
     6      16         21533263         21533280     0
     6      23         21533263         21533280     0
     6      30         21533263         21533280     0
     6      37         21533263         21533280     0
     6       4         21533290         21533308     0
     6      11         21533290         21533308     0
     6      18         21533290         21533308     0
     6      25         21533290         21533308     0
     6      32         21533290         21533308     0
     6      39         21533290         21533308     0
     6       6         21533318         21533335     0
     6      13         21533318         21533335     0
     6      20         21533318         21533335     0
     6      27         21533318         21533335     0
     6      34         21533318         21533335     0
     6      41         21533318         21533335     0
     6       1         21533345         21533363     0
     6       8         21533345         21533363     0
     6      15         21533345         21533363     0
     6      22         21533345         21533363     0
     6      29         21533345         21533363     0
     6      36         21533345         21533363     0
     6       3         21533373         21533390     0
     6      10         21533373         21533390     0
     6      17         21533373         21533390     0
     6      24         21533373         21533390     0
     6      31         21533373         21533390     0
     6      38         21533373         21533390     0
     6       5         21533400         21533417     0
     6      12         21533400         21533417     0
     6      19         21533400         21533417     0
     6      26         21533400         21533417     0
     6      33         21533400         21533417     0
     6      40         21533400         21533417     0
     7       0         21533436         21533453     0
     7       7         21533436         21533453     0
     7      14         21533436         21533453     0
     7      21         21533436         21533453     0
     7      28         21533436         21533453     0
     7      35         21533436         21533453     0
     7       2         21533463         21533480     0
     7       9         21533463         21533480     0
     7      16         21533463         21533480     0
     7      23         21533463         21533480     0
     7      30         21533463         21533480     0
     7      37         21533463         21533480     0
     7       4         21533490         21533508     0
     7      11         21533490         21533508     0
     7      18         21533490         21533508     0
     7      25         21533490         21533508     0
     7      32         21533490         21533508     0
     7      39         21533490         21533508     0
     7       6         21533518         21533535     0
     7      13         21533518         21533535     0
     7      20         21533518         21533535     0
     7      27         21533518         21533535     0
     7      34         21533518         21533535     0
     7      41         21533518         21533535     0
     7       1         21533545         21533563     0
     7       8         21533545         21533563     0
     7      15         21533545         21533563     0
     7      22         21533545         21533563     0
     7      29         21533545         21533563     0
     7      36         21533545         21533563     0
     7       3         21533573         21533590     0
     7      10         21533573         21533590     0
     7      17         21533573         21533590     0
     7      24         21533573         21533590     0
     7      31         21533573         21533590     0
     7      38         21533573         21533590     0
     7       5         21533600         21533617     0
     7      12         21533600         21533617     0
     7      19         21533600         21533617     0
     7      26         21533600         21533617     0
     7      33         21533600         21533617     0
     7      40         21533600         21533617     0
     8       0         21533636         21533653     0
     8       7         21533636         21533653     0
     8      14         21533636         21533653     0
     8      21         21533636         21533653     0
     8      28         21533636         21533653     0
     8      35         21533636         21533653     0
     8       2         21533663         21533680     0
     8       9         21533663         21533680     0
     8      16         21533663         21533680     0
     8      23         21533663         21533680     0
     8      30         21533663         21533680     0
     8      37         21533663         21533680     0
     8       4         21533690         21533708     0
     8      11         21533690         21533708     0
     8      18         21533690         21533708     0
     8      25         21533690         21533708     0
     8      32         21533690         21533708     0
     8      39         21533690         21533708     0
     8       6         21533718         21533735     0
     8      13         21533718         21533735     0
     8      20         21533718         21533735     0
     8      27         21533718         21533735     0
     8      34         21533718         21533735     0
     8      41         21533718         21533735     0
     8       1         21533745         21533763     0
     8       8         21533745         21533763     0
     8      15         21533745         21533763     0
     8      22         21533745         21533763     0
     8      29         21533745         21533763     0
     8      36         21533745         21533763     0
     8       3         21533773         21533790     0
     8      10         21533773         21533790     0
     8      17         21533773         21533790     0
     8      24         21533773         21533790     0
     8      31         21533773         21533790     0
     8      38         21533773         21533790     0
     8       5         21533800         21533817     0
     8      12         21533800         21533817     0
     8      19         21533800         21533817     0
     8      26         21533800         21533817     0
     8      33         21533800         21533817     0
     8      40         21533800         21533817     0
     9       0         21533836         21533853     0
     9       7         21533836         21533853     0
     9      14         21533836         21533853     0
     9      21         21533836         21533853     0
     9      28         21533836         21533853     0
     9      35         21533836         21533853     0
     9       2         21533863         21533880     0
     9       9         21533863         21533880     0
     9      16         21533863         21533880     0
     9      23         21533863         21533880     0
     9      30         21533863         21533880     0
     9      37         21533863         21533880     0
     9       4         21533890         21533908     0
     9      11         21533890         21533908     0
     9      18         21533890         21533908     0
     9      25         21533890         21533908     0
     9      32         21533890         21533908     0
     9      39         21533890         21533908     0
     9       6         21533918         21533935     0
     9      13         21533918         21533935     0
     9      20         21533918         21533935     0
     9      27         21533918         21533935     0
     9      34         21533918         21533935     0
     9      41         21533918         21533935     0
     9       1         21533945         21533963     0
     9       8         21533945         21533963     0
     9      15         21533945         21533963     0
     9      22         21533945         21533963     0
     9      29         21533945         21533963     0
     9      36         21533945         21533963     0
     9       3         21533973         21533990     0
     9      10         21533973         21533990     0
     9      17         21533973         21533990     0
     9      24         21533973         21533990     0
     9      31         21533973         21533990     0
     9      38         21533973         21533990     0
     9       5         21534000         21534017     0
     9      12         21534000         21534017     0
     9      19         21534000         21534017     0
     9      26         21534000         21534017     0
     9      33         21534000         21534017     0
     9      40         21534000         21534017     0
    10       0         21534036         21534053     0
    10       7         21534036         21534053     0
    10      14         21534036         21534053     0
    10      21         21534036         21534053     0
    10      28         21534036         21534053     0
    10      35         21534036         21534053     0
    10       2         21534063         21534080     0
    10       9         21534063         21534080     0
    10      16         21534063         21534080     0
    10      23         21534063         21534080     0
    10      30         21534063         21534080     0
    10      37         21534063         21534080     0
    10       4         21534090         21534108     0
    10      11         21534090         21534108     0
    10      18         21534090         21534108     0
    10      25         21534090         21534108     0
    10      32         21534090         21534108     0
    10      39         21534090         21534108     0
    10       6         21534118         21534135     0
    10      13         21534118         21534135     0
    10      20         21534118         21534135     0
    10      27         21534118         21534135     0
    10      34         21534118         21534135     0
    10      41         21534118         21534135     0
    10       1         21534145         21534163     0
    10       8         21534145         21534163     0
    10      15         21534145         21534163     0
    10      22         21534145         21534163     0
    10      29         21534145         21534163     0
    10      36         21534145         21534163     0
    10       3         21534173         21534190     0
    10      10         21534173         21534190     0
    10      17         21534173         21534190     0
    10      24         21534173         21534190     0
    10      31         21534173         21534190     0
    10      38         21534173         21534190     0
    10       5         21534200         21534217     0
    10      12         21534200         21534217     0
    10      19         21534200         21534217     0
    10      26         21534200         21534217     0
    10      33         21534200         21534217     0
    10      40         21534200         21534217     0
    11       0         21534236         21534253     0
    11       7         21534236         21534253     0
    11      14         21534236         21534253     0
    11      21         21534236         21534253     0
    11      28         21534236         21534253     0
    11      35         21534236         21534253     0
    11       2         21534263         21534280     0
    11       9         21534263         21534280     0
    11      16         21534263         21534280     0
    11      23         21534263         21534280     0
    11      30         21534263         21534280     0
    11      37         21534263         21534280     0
    11       4         21534290         21534308     0
    11      11         21534290         21534308     0
    11      18         21534290         21534308     0
    11      25         21534290         21534308     0
    11      32         21534290         21534308     0
    11      39         21534290         21534308     0
    11       6         21534318         21534335     0
    11      13         21534318         21534335     0
    11      20         21534318         21534335     0
    11      27         21534318         21534335     0
    11      34         21534318         21534335     0
    11      41         21534318         21534335     0
    11       1         21534345         21534363     0
    11       8         21534345         21534363     0
    11      15         21534345         21534363     0
    11      22         21534345         21534363     0
    11      29         21534345         21534363     0
    11      36         21534345         21534363     0
    11       3         21534373         21534390     0
    11      10         21534373         21534390     0
    11      17         21534373         21534390     0
    11      24         21534373         21534390     0
    11      31         21534373         21534390     0
    11      38         21534373         21534390     0
    11       5         21534400         21534417     0
    11      12         21534400         21534417     0
    11      19         21534400         21534417     0
    11      26         21534400         21534417     0
    11      33         21534400         21534417     0
    11      40         21534400         21534417     0
    12       0         21534436         21534453     0
    12       7         21534436         21534453     0
    12      14         21534436         21534453     0
    12      21         21534436         21534453     0
    12      28         21534436         21534453     0
    12      35         21534436         21534453     0
    12       2         21534463         21534480     0
    12       9         21534463         21534480     0
    12      16         21534463         21534480     0
    12      23         21534463         21534480     0
    12      30         21534463         21534480     0
    12      37         21534463         21534480     0
    12       4         21534490         21534508     0
    12      11         21534490         21534508     0
    12      18         21534490         21534508     0
    12      25         21534490         21534508     0
    12      32         21534490         21534508     0
    12      39         21534490         21534508     0
    12       6         21534518         21534535     0
    12      13         21534518         21534535     0
    12      20         21534518         21534535     0
    12      27         21534518         21534535     0
    12      34         21534518         21534535     0
    12      41         21534518         21534535     0
    12       1         21534545         21534563     0
    12       8         21534545         21534563     0
    12      15         21534545         21534563     0
    12      22         21534545         21534563     0
    12      29         21534545         21534563     0
    12      36         21534545         21534563     0
    12       3         21534573         21534590     0
    12      10         21534573         21534590     0
    12      17         21534573         21534590     0
    12      24         21534573         21534590     0
    12      31         21534573         21534590     0
    12      38         21534573         21534590     0
    12       5         21534600         21534617     0
    12      12         21534600         21534617     0
    12      19         21534600         21534617     0
    12      26         21534600         21534617     0
    12      33         21534600         21534617     0
    12      40         21534600         21534617     0
    13       0         21534636         21534653     0
    13       7         21534636         21534653     0
    13      14         21534636         21534653     0
    13      21         21534636         21534653     0
    13      28         21534636         21534653     0
    13      35         21534636         21534653     0
    13       2         21534663         21534680     0
    13       9         21534663         21534680     0
    13      16         21534663         21534680     0
    13      23         21534663         21534680     0
    13      30         21534663         21534680     0
    13      37         21534663         21534680     0
    13       4         21534690         21534708     0
    13      11         21534690         21534708     0
    13      18         21534690         21534708     0
    13      25         21534690         21534708     0
    13      32         21534690         21534708     0
    13      39         21534690         21534708     0
    13       6         21534718         21534735     0
    13      13         21534718         21534735     0
    13      20         21534718         21534735     0
    13      27         21534718         21534735     0
    13      34         21534718         21534735     0
    13      41         21534718         21534735     0
    13       1         21534745         21534763     0
    13       8         21534745         21534763     0
    13      15         21534745         21534763     0
    13      22         21534745         21534763     0
    13      29         21534745         21534763     0
    13      36         21534745         21534763     0
    13       3         21534773         21534790     0
    13      10         21534773         21534790     0
    13      17         21534773         21534790     0
    13      24         21534773         21534790     0
    13      31         21534773         21534790     0
    13      38         21534773         21534790     0
    13       5         21534800         21534817     0
    13      12         21534800         21534817     0
    13      19         21534800         21534817     0
    13      26         21534800         21534817     0
    13      33         21534800         21534817     0
    13      40         21534800         21534817     0
    14       0         21534836         21534853     0
    14       7         21534836         21534853     0
    14      14         21534836         21534853     0
    14      21         21534836         21534853     0
    14      28         21534836         21534853     0
    14      35         21534836         21534853     0
    14       2         21534863         21534880     0
    14       9         21534863         21534880     0
    14      16         21534863         21534880     0
    14      23         21534863         21534880     0
    14      30         21534863         21534880     0
    14      37         21534863         21534880     0
    14       4         21534890         21534908     0
    14      11         21534890         21534908     0
    14      18         21534890         21534908     0
    14      25         21534890         21534908     0
    14      32         21534890         21534908     0
    14      39         21534890         21534908     0
    14       6         21534918         21534935     0
    14      13         21534918         21534935     0
    14      20         21534918         21534935     0
    14      27         21534918         21534935     0
    14      34         21534918         21534935     0
    14      41         21534918         21534935     0
    14       1         21534945         21534963     0
    14       8         21534945         21534963     0
    14      15         21534945         21534963     0
    14      22         21534945         21534963     0
    14      29         21534945         21534963     0
    14      36         21534945         21534963     0
    14       3         21534973         21534990     0
    14      10         21534973         21534990     0
    14      17         21534973         21534990     0
    14      24         21534973         21534990     0
    14      31         21534973         21534990     0
    14      38         21534973         21534990     0
    14       5         21535000         21535017     0
    14      12         21535000         21535017     0
    14      19         21535000         21535017     0
    14      26         21535000         21535017     0
    14      33         21535000         21535017     0
    14      40         21535000         21535017     0
    15       0         21535036         21535053     0
    15       7         21535036         21535053     0
    15      14         21535036         21535053     0
    15      21         21535036         21535053     0
    15      28         21535036         21535053     0
    15      35         21535036         21535053     0
    15       2         21535063         21535080     0
    15       9         21535063         21535080     0
    15      16         21535063         21535080     0
    15      23         21535063         21535080     0
    15      30         21535063         21535080     0
    15      37         21535063         21535080     0
    15       4         21535090         21535108     0
    15      11         21535090         21535108     0
    15      18         21535090         21535108     0
    15      25         21535090         21535108     0
    15      32         21535090         21535108     0
    15      39         21535090         21535108     0
    15       6         21535118         21535135     0
    15      13         21535118         21535135     0
    15      20         21535118         21535135     0
    15      27         21535118         21535135     0
    15      34         21535118         21535135     0
    15      41         21535118         21535135     0
    15       1         21535145         21535163     0
    15       8         21535145         21535163     0
    15      15         21535145         21535163     0
    15      22         21535145         21535163     0
    15      29         21535145         21535163     0
    15      36         21535145         21535163     0
    15       3         21535173         21535190     0
    15      10         21535173         21535190     0
    15      17         21535173         21535190     0
    15      24         21535173         21535190     0
    15      31         21535173         21535190     0
    15      38         21535173         21535190     0
    15       5         21535200         21535217     0
    15      12         21535200         21535217     0
    15      19         21535200         21535217     0
    15      26         21535200         21535217     0
    15      33         21535200         21535217     0
    15      40         21535200         21535217     0
    16       0         21535236         21535253     0
    16       7         21535236         21535253     0
    16      14         21535236         21535253     0
    16      21         21535236         21535253     0
    16      28         21535236         21535253     0
    16      35         21535236         21535253     0
    16       2         21535263         21535280     0
    16       9         21535263         21535280     0
    16      16         21535263         21535280     0
    16      23         21535263         21535280     0
    16      30         21535263         21535280     0
    16      37         21535263         21535280     0
    16       4         21535290         21535308     0
    16      11         21535290         21535308     0
    16      18         21535290         21535308     0
    16      25         21535290         21535308     0
    16      32         21535290         21535308     0
    16      39         21535290         21535308     0
    16       6         21535318         21535335     0
    16      13         21535318         21535335     0
    16      20         21535318         21535335     0
    16      27         21535318         21535335     0
    16      34         21535318         21535335     0
    16      41         21535318         21535335     0
    16       1         21535345         21535363     0
    16       8         21535345         21535363     0
    16      15         21535345         21535363     0
    16      22         21535345         21535363     0
    16      29         21535345         21535363     0
    16      36         21535345         21535363     0
    16       3         21535373         21535390     0
    16      10         21535373         21535390     0
    16      17         21535373         21535390     0
    16      24         21535373         21535390     0
    16      31         21535373         21535390     0
    16      38         21535373         21535390     0
    16       5         21535400         21535417     0
    16      12         21535400         21535417     0
    16      19         21535400         21535417     0
    16      26         21535400         21535417     0
    16      33         21535400         21535417     0
    16      40         21535400         21535417     0
    17       0         21535436         21535453     0
    17       7         21535436         21535453     0
    17      14         21535436         21535453     0
    17      21         21535436         21535453     0
    17      28         21535436         21535453     0
    17      35         21535436         21535453     0
    17       2         21535463         21535480     0
    17       9         21535463         21535480     0
    17      16         21535463         21535480     0
    17      23         21535463         21535480     0
    17      30         21535463         21535480     0
    17      37         21535463         21535480     0
    17       4         21535490         21535508     0
    17      11         21535490         21535508     0
    17      18         21535490         21535508     0
    17      25         21535490         21535508     0
    17      32         21535490         21535508     0
    17      39         21535490         21535508     0
    17       6         21535518         21535535     0
    17      13         21535518         21535535     0
    17      20         21535518         21535535     0
    17      27         21535518         21535535     0
    17      34         21535518         21535535     0
    17      41         21535518         21535535     0
    17       1         21535545         21535563     0
    17       8         21535545         21535563     0
    17      15         21535545         21535563     0
    17      22         21535545         21535563     0
    17      29         21535545         21535563     0
    17      36         21535545         21535563     0
    17       3         21535573         21535590     0
    17      10         21535573         21535590     0
    17      17         21535573         21535590     0
    17      24         21535573         21535590     0
    17      31         21535573         21535590     0
    17      38         21535573         21535590     0
    17       5         21535600         21535617     0
    17      12         21535600         21535617     0
    17      19         21535600         21535617     0
    17      26         21535600         21535617     0
    17      33         21535600         21535617     0
    17      40         21535600         21535617     0
    18       0         21535636         21535653     0
    18       7         21535636         21535653     0
    18      14         21535636         21535653     0
    18      21         21535636         21535653     0
    18      28         21535636         21535653     0
    18      35         21535636         21535653     0
    18       2         21535663         21535680     0
    18       9         21535663         21535680     0
    18      16         21535663         21535680     0
    18      23         21535663         21535680     0
    18      30         21535663         21535680     0
    18      37         21535663         21535680     0
    18       4         21535690         21535708     0
    18      11         21535690         21535708     0
    18      18         21535690         21535708     0
    18      25         21535690         21535708     0
    18      32         21535690         21535708     0
    18      39         21535690         21535708     0
    18       6         21535718         21535735     0
    18      13         21535718         21535735     0
    18      20         21535718         21535735     0
    18      27         21535718         21535735     0
    18      34         21535718         21535735     0
    18      41         21535718         21535735     0
    18       1         21535745         21535763     0
    18       8         21535745         21535763     0
    18      15         21535745         21535763     0
    18      22         21535745         21535763     0
    18      29         21535745         21535763     0
    18      36         21535745         21535763     0
    18       3         21535773         21535790     0
    18      10         21535773         21535790     0
    18      17         21535773         21535790     0
    18      24         21535773         21535790     0
    18      31         21535773         21535790     0
    18      38         21535773         21535790     0
    18       5         21535800         21535817     0
    18      12         21535800         21535817     0
    18      19         21535800         21535817     0
    18      26         21535800         21535817     0
    18      33         21535800         21535817     0
    18      40         21535800         21535817     0
    19       0         21535836         21535853     0
    19       7         21535836         21535853     0
    19      14         21535836         21535853     0
    19      21         21535836         21535853     0
    19      28         21535836         21535853     0
    19      35         21535836         21535853     0
    19       2         21535863         21535880     0
    19       9         21535863         21535880     0
    19      16         21535863         21535880     0
    19      23         21535863         21535880     0
    19      30         21535863         21535880     0
    19      37         21535863         21535880     0
    19       4         21535890         21535908     0
    19      11         21535890         21535908     0
    19      18         21535890         21535908     0
    19      25         21535890         21535908     0
    19      32         21535890         21535908     0
    19      39         21535890         21535908     0
    19       6         21535918         21535935     0
    19      13         21535918         21535935     0
